source_file,bearing_id,label,N,M,F,run_id,channel_names,channel_lengths,channel_rasters,channel_xindices,finite,synchronized,sampling_raster,start_timestamp,stop_timestamp,accepted,rejection_reason
D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_1.mat,K001,0,N09,07,10,1,vibration_1|phase_current_1|phase_current_2,256823|256823|256823,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9924019165442665,4.992401916544266,True,
D:\code\putest\PU-dataset-main\K003\K003\N09_M07_F10_K003_7.mat,K003,0,N09,07,10,7,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002749025950000834,3.997250974049999,True,
D:\code\putest\PU-dataset-main\K003\K003\N09_M07_F10_K003_8.mat,K003,0,N09,07,10,8,vibration_1|phase_current_1|phase_current_2,256000|256000|256000,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0026690402875377633,3.997330959712462,True,
D:\code\putest\PU-dataset-main\K003\K003\N09_M07_F10_K003_9.mat,K003,0,N09,07,10,9,vibration_1|phase_current_1|phase_current_2,256090|256090|256090,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9940198954711433,4.994019895471143,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M01_F10_K003_1.mat,K003,0,N15,01,10,1,vibration_1|phase_current_1|phase_current_2,262593|262593|262593,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002648081477587547,3.9973519185224125,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M01_F10_K003_10.mat,K003,0,N15,01,10,10,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002689571366672669,3.997310428633327,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M01_F10_K003_11.mat,K003,0,N15,01,10,11,vibration_1|phase_current_1|phase_current_2,256002|256002|256002,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0028110469182208624,3.9971889530817792,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M01_F10_K003_12.mat,K003,0,N15,01,10,12,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.004411187898297589,3.9955888121017025,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M01_F10_K003_13.mat,K003,0,N15,01,10,13,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.00280933599495962,3.9971906640050405,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M01_F10_K003_14.mat,K003,0,N15,01,10,14,vibration_1|phase_current_1|phase_current_2,256058|256058|256058,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9937350267481465,4.993735026748147,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M01_F10_K003_15.mat,K003,0,N15,01,10,15,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0029137023138953917,3.9970862976861046,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M01_F10_K003_16.mat,K003,0,N15,01,10,16,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0030762400237133963,3.9969237599762866,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M01_F10_K003_17.mat,K003,0,N15,01,10,17,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.003009941747340263,3.99699005825266,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M01_F10_K003_18.mat,K003,0,N15,01,10,18,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002925251045908776,3.997074748954091,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M01_F10_K003_19.mat,K003,0,N15,01,10,19,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0027195125237444067,3.9972804874762558,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M01_F10_K003_2.mat,K003,0,N15,01,10,2,vibration_1|phase_current_1|phase_current_2,258898|258898|258898,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0026168571280698774,3.99738314287193,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M01_F10_K003_20.mat,K003,0,N15,01,10,20,vibration_1|phase_current_1|phase_current_2,258894|258894|258894,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.004239240110542752,3.9957607598894573,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M01_F10_K003_3.mat,K003,0,N15,01,10,3,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002725928485974065,3.997274071514026,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M01_F10_K003_4.mat,K003,0,N15,01,10,4,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002812330110666794,3.997187669889333,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M01_F10_K003_5.mat,K003,0,N15,01,10,5,vibration_1|phase_current_1|phase_current_2,256347|256347|256347,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9915523163976169,4.991552316397617,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M01_F10_K003_6.mat,K003,0,N15,01,10,6,vibration_1|phase_current_1|phase_current_2,256082|256082|256082,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9925309645030473,4.992530964503048,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M01_F10_K003_7.mat,K003,0,N15,01,10,7,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0028033477635452725,3.997196652236455,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M01_F10_K003_8.mat,K003,0,N15,01,10,8,vibration_1|phase_current_1|phase_current_2,256003|256003|256003,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0027233621010822016,3.997276637898918,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M01_F10_K003_9.mat,K003,0,N15,01,10,9,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.00274603183429366,3.9972539681657064,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F04_K003_1.mat,K003,0,N15,07,04,1,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002767846105874498,3.9972321538941253,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F04_K003_10.mat,K003,0,N15,07,04,10,vibration_1|phase_current_1|phase_current_2,262243|262243|262243,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0026784503654745952,3.9973215496345254,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F04_K003_11.mat,K003,0,N15,07,04,11,vibration_1|phase_current_1|phase_current_2,256088|256088|256088,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9934386092931363,4.993438609293136,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F04_K003_12.mat,K003,0,N15,07,04,12,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0026651907101999683,3.9973348092898,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F04_K003_13.mat,K003,0,N15,07,04,13,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002695987328902327,3.9973040126710977,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F04_K003_14.mat,K003,0,N15,07,04,14,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0027699847599510505,3.997230015240049,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F04_K003_15.mat,K003,0,N15,07,04,15,vibration_1|phase_current_1|phase_current_2,256000|256000|256000,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002665618441015279,3.997334381558985,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F04_K003_16.mat,K003,0,N15,07,04,16,vibration_1|phase_current_1|phase_current_2,256675|256675|256675,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9939903820448869,4.9939903820448865,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F04_K003_17.mat,K003,0,N15,07,04,17,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.00296802412743983,3.9970319758725603,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F04_K003_18.mat,K003,0,N15,07,04,18,vibration_1|phase_current_1|phase_current_2,258024|258024|258024,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0029620358960254826,3.9970379641039746,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F04_K003_19.mat,K003,0,N15,07,04,19,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0027297780633118596,3.997270221936688,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F04_K003_2.mat,K003,0,N15,07,04,2,vibration_1|phase_current_1|phase_current_2,260053|260053|260053,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002933805662214987,3.997066194337785,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F04_K003_20.mat,K003,0,N15,07,04,20,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.004409904705851657,3.9955900952941485,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F04_K003_3.mat,K003,0,N15,07,04,3,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002601886549534009,3.997398113450466,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F04_K003_4.mat,K003,0,N15,07,04,4,vibration_1|phase_current_1|phase_current_2,262512|262512|262512,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0026390991304660254,3.997360900869534,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F04_K003_5.mat,K003,0,N15,07,04,5,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0026112966274708404,3.997388703372529,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F04_K003_6.mat,K003,0,N15,07,04,6,vibration_1|phase_current_1|phase_current_2,259792|259792|259792,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002633110899051678,3.9973668891009484,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F04_K003_7.mat,K003,0,N15,07,04,7,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0028645132701346798,3.9971354867298654,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F04_K003_8.mat,K003,0,N15,07,04,8,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002677594903843974,3.997322405096156,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F04_K003_9.mat,K003,0,N15,07,04,9,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0026972705213482587,3.9973027294786516,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F10_K003_1.mat,K003,0,N15,07,10,1,vibration_1|phase_current_1|phase_current_2,256000|256000|256000,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0049060724516118825,3.995093927548388,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F10_K003_10.mat,K003,0,N15,07,10,10,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0028097637257749304,3.997190236274225,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F10_K003_11.mat,K003,0,N15,07,10,11,vibration_1|phase_current_1|phase_current_2,256957|256957|256957,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9928637390773589,4.992863739077359,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F10_K003_12.mat,K003,0,N15,07,10,12,vibration_1|phase_current_1|phase_current_2,256171|256171|256171,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9941974037594973,4.994197403759498,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F10_K003_13.mat,K003,0,N15,07,10,13,vibration_1|phase_current_1|phase_current_2,256059|256059|256059,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9919103270900318,4.991910327090032,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F10_K003_14.mat,K003,0,N15,07,10,14,vibration_1|phase_current_1|phase_current_2,260348|260348|260348,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0028516813456753633,3.997148318654325,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F10_K003_15.mat,K003,0,N15,07,10,15,vibration_1|phase_current_1|phase_current_2,258735|258735|258735,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0027058251376544697,3.9972941748623456,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F10_K003_16.mat,K003,0,N15,07,10,16,vibration_1|phase_current_1|phase_current_2,256112|256112|256112,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9940789223236562,4.994078922323657,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F10_K003_17.mat,K003,0,N15,07,10,17,vibration_1|phase_current_1|phase_current_2,261537|261537|261537,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0025967537797502824,3.99740324622025,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F10_K003_18.mat,K003,0,N15,07,10,18,vibration_1|phase_current_1|phase_current_2,256107|256107|256107,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9940686567840887,4.994068656784089,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F10_K003_19.mat,K003,0,N15,07,10,19,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0027083915225463327,3.9972916084774535,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F10_K003_2.mat,K003,0,N15,07,10,2,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002747315026739592,3.9972526849732604,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F10_K003_20.mat,K003,0,N15,07,10,20,vibration_1|phase_current_1|phase_current_2,256972|256972|256972,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9942483037265192,4.994248303726519,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F10_K003_3.mat,K003,0,N15,07,10,3,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.005193079828685254,3.994806920171315,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F10_K003_4.mat,K003,0,N15,07,10,4,vibration_1|phase_current_1|phase_current_2,256095|256095|256095,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9930113062086411,4.993011306208641,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F10_K003_5.mat,K003,0,N15,07,10,5,vibration_1|phase_current_1|phase_current_2,256112|256112|256112,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9941229785976332,4.994122978597633,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F10_K003_6.mat,K003,0,N15,07,10,6,vibration_1|phase_current_1|phase_current_2,256000|256000|256000,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0027002646370554327,3.9972997353629447,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F10_K003_7.mat,K003,0,N15,07,10,7,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0038427336447498825,3.99615726635525,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F10_K003_8.mat,K003,0,N15,07,10,8,vibration_1|phase_current_1|phase_current_2,256000|256000|256000,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002850398153229432,3.9971496018467705,True,
D:\code\putest\PU-dataset-main\K003\K003\N15_M07_F10_K003_9.mat,K003,0,N15,07,10,9,vibration_1|phase_current_1|phase_current_2,256002|256002|256002,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0038239134888762186,3.9961760865111238,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N09_M07_F10_KA04_1.mat,KA04,1,N09,07,10,1,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002245567570411375,3.9977544324295886,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N09_M07_F10_KA04_10.mat,KA04,1,N09,07,10,10,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002128370329593715,3.9978716296704064,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N09_M07_F10_KA04_11.mat,KA04,1,N09,07,10,11,vibration_1|phase_current_1|phase_current_2,256078|256078|256078,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9942996801884053,4.994299680188405,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N09_M07_F10_KA04_12.mat,KA04,1,N09,07,10,12,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0021360694184065538,3.9978639305815933,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N09_M07_F10_KA04_13.mat,KA04,1,N09,07,10,13,vibration_1|phase_current_1|phase_current_2,256003|256003|256003,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002234018937192117,3.9977659810628077,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N09_M07_F10_KA04_14.mat,KA04,1,N09,07,10,14,vibration_1|phase_current_1|phase_current_2,256097|256097|256097,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9943501519928449,4.994350151992845,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N09_M07_F10_KA04_15.mat,KA04,1,N09,07,10,15,vibration_1|phase_current_1|phase_current_2,256096|256096|256096,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0019619844658051388,3.998038015534195,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N09_M07_F10_KA04_16.mat,KA04,1,N09,07,10,16,vibration_1|phase_current_1|phase_current_2,256000|256000|256000,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002035553536683378,3.9979644464633166,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N09_M07_F10_KA04_17.mat,KA04,1,N09,07,10,17,vibration_1|phase_current_1|phase_current_2,256082|256082|256082,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.00214847350593835,3.9978515264940615,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N09_M07_F10_KA04_18.mat,KA04,1,N09,07,10,18,vibration_1|phase_current_1|phase_current_2,256082|256082|256082,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.00214847350593835,3.9978515264940615,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N09_M07_F10_KA04_19.mat,KA04,1,N09,07,10,19,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0021343585097814786,3.9978656414902187,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N09_M07_F10_KA04_2.mat,KA04,1,N09,07,10,2,vibration_1|phase_current_1|phase_current_2,256078|256078|256078,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9926995528968036,4.992699552896804,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N09_M07_F10_KA04_20.mat,KA04,1,N09,07,10,20,vibration_1|phase_current_1|phase_current_2,256079|256079|256079,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.004708420536207318,3.995291579463793,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N09_M07_F10_KA04_3.mat,KA04,1,N09,07,10,3,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002209638489284793,3.9977903615107153,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N09_M07_F10_KA04_4.mat,KA04,1,N09,07,10,4,vibration_1|phase_current_1|phase_current_2,256000|256000|256000,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002035981263839647,3.9979640187361603,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N09_M07_F10_KA04_5.mat,KA04,1,N09,07,10,5,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002023149449151582,3.9979768505508484,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N09_M07_F10_KA04_6.mat,KA04,1,N09,07,10,6,vibration_1|phase_current_1|phase_current_2,256089|256089|256089,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9935879422003739,4.993587942200374,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N09_M07_F10_KA04_7.mat,KA04,1,N09,07,10,7,vibration_1|phase_current_1|phase_current_2,256949|256949|256949,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9935293435799651,4.993529343579965,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N09_M07_F10_KA04_8.mat,KA04,1,N09,07,10,8,vibration_1|phase_current_1|phase_current_2,256002|256002|256002,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0024239297945754788,3.9975760702054246,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N09_M07_F10_KA04_9.mat,KA04,1,N09,07,10,9,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002125376239499833,3.9978746237605,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N15_M01_F10_KA04_1.mat,KA04,1,N15,01,10,1,vibration_1|phase_current_1|phase_current_2,256332|256332|256332,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0036331144653474704,3.9963668855346524,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N15_M01_F10_KA04_10.mat,KA04,1,N15,01,10,10,vibration_1|phase_current_1|phase_current_2,256000|256000|256000,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0020214385405265063,3.9979785614594734,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N15_M01_F10_KA04_11.mat,KA04,1,N15,01,10,11,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0021266594209686396,3.9978733405790314,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N15_M01_F10_KA04_12.mat,KA04,1,N15,01,10,12,vibration_1|phase_current_1|phase_current_2,256004|256004|256004,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0020060403629008285,3.9979939596370992,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N15_M01_F10_KA04_13.mat,KA04,1,N15,01,10,13,vibration_1|phase_current_1|phase_current_2,256094|256094|256094,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0020723380721224976,3.9979276619278776,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N15_M01_F10_KA04_14.mat,KA04,1,N15,01,10,14,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0021805530426585126,3.9978194469573416,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N15_M01_F10_KA04_15.mat,KA04,1,N15,01,10,15,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0020120285430885922,3.9979879714569115,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N15_M01_F10_KA04_16.mat,KA04,1,N15,01,10,16,vibration_1|phase_current_1|phase_current_2,262735|262735|262735,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002227603029848084,3.9977723969701517,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N15_M01_F10_KA04_17.mat,KA04,1,N15,01,10,17,vibration_1|phase_current_1|phase_current_2,255999|255999|255999,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002050096259996518,3.9979499037400035,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N15_M01_F10_KA04_18.mat,KA04,1,N15,01,10,18,vibration_1|phase_current_1|phase_current_2,256772|256772|256772,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0020128839974011296,3.997987116002599,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N15_M01_F10_KA04_19.mat,KA04,1,N15,01,10,19,vibration_1|phase_current_1|phase_current_2,256089|256089|256089,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9950037190876238,4.995003719087624,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N15_M01_F10_KA04_2.mat,KA04,1,N15,01,10,2,vibration_1|phase_current_1|phase_current_2,256002|256002|256002,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0023311130016651417,3.997668886998335,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N15_M01_F10_KA04_20.mat,KA04,1,N15,01,10,20,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0019962026383066453,3.9980037973616933,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N15_M01_F10_KA04_3.mat,KA04,1,N15,01,10,3,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0024260684303568226,3.9975739315696432,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N15_M01_F10_KA04_4.mat,KA04,1,N15,01,10,4,vibration_1|phase_current_1|phase_current_2,256083|256083|256083,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0019726776447118594,3.9980273223552882,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N15_M01_F10_KA04_5.mat,KA04,1,N15,01,10,5,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002756273794996362,3.997243726205004,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N15_M01_F10_KA04_6.mat,KA04,1,N15,01,10,6,vibration_1|phase_current_1|phase_current_2,256000|256000|256000,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0020548012587154755,3.9979451987412844,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N15_M01_F10_KA04_7.mat,KA04,1,N15,01,10,7,vibration_1|phase_current_1|phase_current_2,256004|256004|256004,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0019234890217409437,3.998076510978259,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N15_M01_F10_KA04_8.mat,KA04,1,N15,01,10,8,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0018717340358324148,3.9981282659641675,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N15_M01_F10_KA04_9.mat,KA04,1,N15,01,10,9,vibration_1|phase_current_1|phase_current_2,256084|256084|256084,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0020394030810897976,3.9979605969189103,True,
D:\code\putest\PU-dataset-main\KA04\KA04\N15_M07_F04_KA04_1.mat,KA04,1,N15,07,04,1,vibration_1|phase_current_1|phase_current_2,256475|256475|256475,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0020342703552145716,3.9979657296447852,True,
