sample_id,source_file,bearing_id,label,condition,run_id,window_index,window_start,window_end,signal_length,sampling_raster,start_timestamp,stop_timestamp
K002_N15_M07_F04_run16_w05,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_16.mat,K002,0,N15_M07_F04,16,5,141082,143130,255996,HostService,-0.0026826714480266624,3.9973173285519734
K002_N15_M07_F04_run16_w06,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_16.mat,K002,0,N15_M07_F04,16,6,169299,171347,255996,HostService,-0.0026826714480266624,3.9973173285519734
K002_N15_M07_F04_run16_w07,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_16.mat,K002,0,N15_M07_F04,16,7,197515,199563,255996,HostService,-0.0026826714480266624,3.9973173285519734
K002_N15_M07_F04_run16_w08,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_16.mat,K002,0,N15_M07_F04,16,8,225732,227780,255996,HostService,-0.0026826714480266624,3.9973173285519734
K002_N15_M07_F04_run16_w09,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_16.mat,K002,0,N15_M07_F04,16,9,253948,255996,255996,HostService,-0.0026826714480266624,3.9973173285519734
K002_N15_M07_F04_run17_w00,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_17.mat,K002,0,N15_M07_F04,17,0,0,2048,256003,HostService,-0.002730576295312853,3.997269423704687
K002_N15_M07_F04_run17_w01,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_17.mat,K002,0,N15_M07_F04,17,1,28217,30265,256003,HostService,-0.002730576295312853,3.997269423704687
K002_N15_M07_F04_run17_w02,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_17.mat,K002,0,N15_M07_F04,17,2,56434,58482,256003,HostService,-0.002730576295312853,3.997269423704687
K002_N15_M07_F04_run17_w03,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_17.mat,K002,0,N15_M07_F04,17,3,84652,86700,256003,HostService,-0.002730576295312853,3.997269423704687
K002_N15_M07_F04_run17_w04,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_17.mat,K002,0,N15_M07_F04,17,4,112869,114917,256003,HostService,-0.002730576295312853,3.997269423704687
K002_N15_M07_F04_run17_w05,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_17.mat,K002,0,N15_M07_F04,17,5,141086,143134,256003,HostService,-0.002730576295312853,3.997269423704687
K002_N15_M07_F04_run17_w06,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_17.mat,K002,0,N15_M07_F04,17,6,169303,171351,256003,HostService,-0.002730576295312853,3.997269423704687
K002_N15_M07_F04_run17_w07,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_17.mat,K002,0,N15_M07_F04,17,7,197521,199569,256003,HostService,-0.002730576295312853,3.997269423704687
K002_N15_M07_F04_run17_w08,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_17.mat,K002,0,N15_M07_F04,17,8,225738,227786,256003,HostService,-0.002730576295312853,3.997269423704687
K002_N15_M07_F04_run17_w09,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_17.mat,K002,0,N15_M07_F04,17,9,253955,256003,256003,HostService,-0.002730576295312853,3.997269423704687
K002_N15_M07_F04_run18_w00,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_18.mat,K002,0,N15_M07_F04,18,0,0,2048,256000,HostService,-0.002668984348802037,3.997331015651198
K002_N15_M07_F04_run18_w01,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_18.mat,K002,0,N15_M07_F04,18,1,28217,30265,256000,HostService,-0.002668984348802037,3.997331015651198
K002_N15_M07_F04_run18_w02,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_18.mat,K002,0,N15_M07_F04,18,2,56434,58482,256000,HostService,-0.002668984348802037,3.997331015651198
K002_N15_M07_F04_run18_w03,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_18.mat,K002,0,N15_M07_F04,18,3,84651,86699,256000,HostService,-0.002668984348802037,3.997331015651198
K002_N15_M07_F04_run18_w04,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_18.mat,K002,0,N15_M07_F04,18,4,112868,114916,256000,HostService,-0.002668984348802037,3.997331015651198
K002_N15_M07_F04_run18_w05,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_18.mat,K002,0,N15_M07_F04,18,5,141084,143132,256000,HostService,-0.002668984348802037,3.997331015651198
K002_N15_M07_F04_run18_w06,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_18.mat,K002,0,N15_M07_F04,18,6,169301,171349,256000,HostService,-0.002668984348802037,3.997331015651198
K002_N15_M07_F04_run18_w07,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_18.mat,K002,0,N15_M07_F04,18,7,197518,199566,256000,HostService,-0.002668984348802037,3.997331015651198
K002_N15_M07_F04_run18_w08,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_18.mat,K002,0,N15_M07_F04,18,8,225735,227783,256000,HostService,-0.002668984348802037,3.997331015651198
K002_N15_M07_F04_run18_w09,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_18.mat,K002,0,N15_M07_F04,18,9,253952,256000,256000,HostService,-0.002668984348802037,3.997331015651198
K002_N15_M07_F04_run19_w00,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_19.mat,K002,0,N15_M07_F04,19,0,0,2048,256000,HostService,-0.0028092771158544512,3.9971907228841457
K002_N15_M07_F04_run19_w01,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_19.mat,K002,0,N15_M07_F04,19,1,28217,30265,256000,HostService,-0.0028092771158544512,3.9971907228841457
K002_N15_M07_F04_run19_w02,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_19.mat,K002,0,N15_M07_F04,19,2,56434,58482,256000,HostService,-0.0028092771158544512,3.9971907228841457
K002_N15_M07_F04_run19_w03,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_19.mat,K002,0,N15_M07_F04,19,3,84651,86699,256000,HostService,-0.0028092771158544512,3.9971907228841457
K002_N15_M07_F04_run19_w04,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_19.mat,K002,0,N15_M07_F04,19,4,112868,114916,256000,HostService,-0.0028092771158544512,3.9971907228841457
K002_N15_M07_F04_run19_w05,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_19.mat,K002,0,N15_M07_F04,19,5,141084,143132,256000,HostService,-0.0028092771158544512,3.9971907228841457
K002_N15_M07_F04_run19_w06,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_19.mat,K002,0,N15_M07_F04,19,6,169301,171349,256000,HostService,-0.0028092771158544512,3.9971907228841457
K002_N15_M07_F04_run19_w07,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_19.mat,K002,0,N15_M07_F04,19,7,197518,199566,256000,HostService,-0.0028092771158544512,3.9971907228841457
K002_N15_M07_F04_run19_w08,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_19.mat,K002,0,N15_M07_F04,19,8,225735,227783,256000,HostService,-0.0028092771158544512,3.9971907228841457
K002_N15_M07_F04_run19_w09,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_19.mat,K002,0,N15_M07_F04,19,9,253952,256000,256000,HostService,-0.0028092771158544512,3.9971907228841457
K002_N15_M07_F04_run02_w00,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_2.mat,K002,0,N15_M07_F04,2,0,0,2048,256001,HostService,-0.002725871354954388,3.9972741286450457
K002_N15_M07_F04_run02_w01,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_2.mat,K002,0,N15_M07_F04,2,1,28217,30265,256001,HostService,-0.002725871354954388,3.9972741286450457
K002_N15_M07_F04_run02_w02,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_2.mat,K002,0,N15_M07_F04,2,2,56434,58482,256001,HostService,-0.002725871354954388,3.9972741286450457
K002_N15_M07_F04_run02_w03,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_2.mat,K002,0,N15_M07_F04,2,3,84651,86699,256001,HostService,-0.002725871354954388,3.9972741286450457
K002_N15_M07_F04_run02_w04,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_2.mat,K002,0,N15_M07_F04,2,4,112868,114916,256001,HostService,-0.002725871354954388,3.9972741286450457
K002_N15_M07_F04_run02_w05,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_2.mat,K002,0,N15_M07_F04,2,5,141085,143133,256001,HostService,-0.002725871354954388,3.9972741286450457
K002_N15_M07_F04_run02_w06,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_2.mat,K002,0,N15_M07_F04,2,6,169302,171350,256001,HostService,-0.002725871354954388,3.9972741286450457
K002_N15_M07_F04_run02_w07,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_2.mat,K002,0,N15_M07_F04,2,7,197519,199567,256001,HostService,-0.002725871354954388,3.9972741286450457
K002_N15_M07_F04_run02_w08,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_2.mat,K002,0,N15_M07_F04,2,8,225736,227784,256001,HostService,-0.002725871354954388,3.9972741286450457
K002_N15_M07_F04_run02_w09,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_2.mat,K002,0,N15_M07_F04,2,9,253953,256001,256001,HostService,-0.002725871354954388,3.9972741286450457
K002_N15_M07_F04_run20_w00,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_20.mat,K002,0,N15_M07_F04,20,0,0,2048,256001,HostService,-0.0027866078577636648,3.9972133921422364
K002_N15_M07_F04_run20_w01,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_20.mat,K002,0,N15_M07_F04,20,1,28217,30265,256001,HostService,-0.0027866078577636648,3.9972133921422364
K002_N15_M07_F04_run20_w02,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_20.mat,K002,0,N15_M07_F04,20,2,56434,58482,256001,HostService,-0.0027866078577636648,3.9972133921422364
K002_N15_M07_F04_run20_w03,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_20.mat,K002,0,N15_M07_F04,20,3,84651,86699,256001,HostService,-0.0027866078577636648,3.9972133921422364
K002_N15_M07_F04_run20_w04,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_20.mat,K002,0,N15_M07_F04,20,4,112868,114916,256001,HostService,-0.0027866078577636648,3.9972133921422364
K002_N15_M07_F04_run20_w05,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_20.mat,K002,0,N15_M07_F04,20,5,141085,143133,256001,HostService,-0.0027866078577636648,3.9972133921422364
K002_N15_M07_F04_run20_w06,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_20.mat,K002,0,N15_M07_F04,20,6,169302,171350,256001,HostService,-0.0027866078577636648,3.9972133921422364
K002_N15_M07_F04_run20_w07,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_20.mat,K002,0,N15_M07_F04,20,7,197519,199567,256001,HostService,-0.0027866078577636648,3.9972133921422364
K002_N15_M07_F04_run20_w08,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_20.mat,K002,0,N15_M07_F04,20,8,225736,227784,256001,HostService,-0.0027866078577636648,3.9972133921422364
K002_N15_M07_F04_run20_w09,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_20.mat,K002,0,N15_M07_F04,20,9,253953,256001,256001,HostService,-0.0027866078577636648,3.9972133921422364
K002_N15_M07_F04_run03_w00,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_3.mat,K002,0,N15_M07_F04,3,0,0,2048,256005,HostService,-0.0026895149976389754,3.997310485002361
K002_N15_M07_F04_run03_w01,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_3.mat,K002,0,N15_M07_F04,3,1,28217,30265,256005,HostService,-0.0026895149976389754,3.997310485002361
K002_N15_M07_F04_run03_w02,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_3.mat,K002,0,N15_M07_F04,3,2,56435,58483,256005,HostService,-0.0026895149976389754,3.997310485002361
K002_N15_M07_F04_run03_w03,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_3.mat,K002,0,N15_M07_F04,3,3,84652,86700,256005,HostService,-0.0026895149976389754,3.997310485002361
K002_N15_M07_F04_run03_w04,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_3.mat,K002,0,N15_M07_F04,3,4,112870,114918,256005,HostService,-0.0026895149976389754,3.997310485002361
K002_N15_M07_F04_run03_w05,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_3.mat,K002,0,N15_M07_F04,3,5,141087,143135,256005,HostService,-0.0026895149976389754,3.997310485002361
K002_N15_M07_F04_run03_w06,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_3.mat,K002,0,N15_M07_F04,3,6,169305,171353,256005,HostService,-0.0026895149976389754,3.997310485002361
K002_N15_M07_F04_run03_w07,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_3.mat,K002,0,N15_M07_F04,3,7,197522,199570,256005,HostService,-0.0026895149976389754,3.997310485002361
K002_N15_M07_F04_run03_w08,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_3.mat,K002,0,N15_M07_F04,3,8,225740,227788,256005,HostService,-0.0026895149976389754,3.997310485002361
K002_N15_M07_F04_run03_w09,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_3.mat,K002,0,N15_M07_F04,3,9,253957,256005,256005,HostService,-0.0026895149976389754,3.997310485002361
K002_N15_M07_F04_run04_w00,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_4.mat,K002,0,N15_M07_F04,4,0,0,2048,256003,HostService,-0.0027203109708943836,3.9972796890291056
K002_N15_M07_F04_run04_w01,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_4.mat,K002,0,N15_M07_F04,4,1,28217,30265,256003,HostService,-0.0027203109708943836,3.9972796890291056
K002_N15_M07_F04_run04_w02,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_4.mat,K002,0,N15_M07_F04,4,2,56434,58482,256003,HostService,-0.0027203109708943836,3.9972796890291056
K002_N15_M07_F04_run04_w03,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_4.mat,K002,0,N15_M07_F04,4,3,84652,86700,256003,HostService,-0.0027203109708943836,3.9972796890291056
K002_N15_M07_F04_run04_w04,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_4.mat,K002,0,N15_M07_F04,4,4,112869,114917,256003,HostService,-0.0027203109708943836,3.9972796890291056
K002_N15_M07_F04_run04_w05,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_4.mat,K002,0,N15_M07_F04,4,5,141086,143134,256003,HostService,-0.0027203109708943836,3.9972796890291056
K002_N15_M07_F04_run04_w06,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_4.mat,K002,0,N15_M07_F04,4,6,169303,171351,256003,HostService,-0.0027203109708943836,3.9972796890291056
K002_N15_M07_F04_run04_w07,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_4.mat,K002,0,N15_M07_F04,4,7,197521,199569,256003,HostService,-0.0027203109708943836,3.9972796890291056
K002_N15_M07_F04_run04_w08,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_4.mat,K002,0,N15_M07_F04,4,8,225738,227786,256003,HostService,-0.0027203109708943836,3.9972796890291056
K002_N15_M07_F04_run04_w09,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_4.mat,K002,0,N15_M07_F04,4,9,253955,256003,256003,HostService,-0.0027203109708943836,3.9972796890291056
K002_N15_M07_F04_run05_w00,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_5.mat,K002,0,N15_M07_F04,5,0,0,2048,256001,HostService,-0.0026732615673097323,3.9973267384326903
K002_N15_M07_F04_run05_w01,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_5.mat,K002,0,N15_M07_F04,5,1,28217,30265,256001,HostService,-0.0026732615673097323,3.9973267384326903
K002_N15_M07_F04_run05_w02,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_5.mat,K002,0,N15_M07_F04,5,2,56434,58482,256001,HostService,-0.0026732615673097323,3.9973267384326903
K002_N15_M07_F04_run05_w03,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_5.mat,K002,0,N15_M07_F04,5,3,84651,86699,256001,HostService,-0.0026732615673097323,3.9973267384326903
K002_N15_M07_F04_run05_w04,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_5.mat,K002,0,N15_M07_F04,5,4,112868,114916,256001,HostService,-0.0026732615673097323,3.9973267384326903
K002_N15_M07_F04_run05_w05,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_5.mat,K002,0,N15_M07_F04,5,5,141085,143133,256001,HostService,-0.0026732615673097323,3.9973267384326903
K002_N15_M07_F04_run05_w06,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_5.mat,K002,0,N15_M07_F04,5,6,169302,171350,256001,HostService,-0.0026732615673097323,3.9973267384326903
K002_N15_M07_F04_run05_w07,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_5.mat,K002,0,N15_M07_F04,5,7,197519,199567,256001,HostService,-0.0026732615673097323,3.9973267384326903
K002_N15_M07_F04_run05_w08,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_5.mat,K002,0,N15_M07_F04,5,8,225736,227784,256001,HostService,-0.0026732615673097323,3.9973267384326903
K002_N15_M07_F04_run05_w09,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_5.mat,K002,0,N15_M07_F04,5,9,253953,256001,256001,HostService,-0.0026732615673097323,3.9973267384326903
K002_N15_M07_F04_run06_w00,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_6.mat,K002,0,N15_M07_F04,6,0,0,2048,256001,HostService,-0.0025958439123204423,3.9974041560876796
K002_N15_M07_F04_run06_w01,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_6.mat,K002,0,N15_M07_F04,6,1,28217,30265,256001,HostService,-0.0025958439123204423,3.9974041560876796
K002_N15_M07_F04_run06_w02,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_6.mat,K002,0,N15_M07_F04,6,2,56434,58482,256001,HostService,-0.0025958439123204423,3.9974041560876796
K002_N15_M07_F04_run06_w03,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_6.mat,K002,0,N15_M07_F04,6,3,84651,86699,256001,HostService,-0.0025958439123204423,3.9974041560876796
K002_N15_M07_F04_run06_w04,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_6.mat,K002,0,N15_M07_F04,6,4,112868,114916,256001,HostService,-0.0025958439123204423,3.9974041560876796
K002_N15_M07_F04_run06_w05,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_6.mat,K002,0,N15_M07_F04,6,5,141085,143133,256001,HostService,-0.0025958439123204423,3.9974041560876796
K002_N15_M07_F04_run06_w06,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_6.mat,K002,0,N15_M07_F04,6,6,169302,171350,256001,HostService,-0.0025958439123204423,3.9974041560876796
K002_N15_M07_F04_run06_w07,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_6.mat,K002,0,N15_M07_F04,6,7,197519,199567,256001,HostService,-0.0025958439123204423,3.9974041560876796
K002_N15_M07_F04_run06_w08,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_6.mat,K002,0,N15_M07_F04,6,8,225736,227784,256001,HostService,-0.0025958439123204423,3.9974041560876796
K002_N15_M07_F04_run06_w09,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_6.mat,K002,0,N15_M07_F04,6,9,253953,256001,256001,HostService,-0.0025958439123204423,3.9974041560876796
K002_N15_M07_F04_run07_w00,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_7.mat,K002,0,N15_M07_F04,7,0,0,2048,256001,HostService,-0.002715178308685149,3.997284821691315
K002_N15_M07_F04_run07_w01,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_7.mat,K002,0,N15_M07_F04,7,1,28217,30265,256001,HostService,-0.002715178308685149,3.997284821691315
K002_N15_M07_F04_run07_w02,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_7.mat,K002,0,N15_M07_F04,7,2,56434,58482,256001,HostService,-0.002715178308685149,3.997284821691315
K002_N15_M07_F04_run07_w03,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_7.mat,K002,0,N15_M07_F04,7,3,84651,86699,256001,HostService,-0.002715178308685149,3.997284821691315
K002_N15_M07_F04_run07_w04,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_7.mat,K002,0,N15_M07_F04,7,4,112868,114916,256001,HostService,-0.002715178308685149,3.997284821691315
K002_N15_M07_F04_run07_w05,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_7.mat,K002,0,N15_M07_F04,7,5,141085,143133,256001,HostService,-0.002715178308685149,3.997284821691315
K002_N15_M07_F04_run07_w06,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_7.mat,K002,0,N15_M07_F04,7,6,169302,171350,256001,HostService,-0.002715178308685149,3.997284821691315
K002_N15_M07_F04_run07_w07,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_7.mat,K002,0,N15_M07_F04,7,7,197519,199567,256001,HostService,-0.002715178308685149,3.997284821691315
K002_N15_M07_F04_run07_w08,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_7.mat,K002,0,N15_M07_F04,7,8,225736,227784,256001,HostService,-0.002715178308685149,3.997284821691315
K002_N15_M07_F04_run07_w09,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_7.mat,K002,0,N15_M07_F04,7,9,253953,256001,256001,HostService,-0.002715178308685149,3.997284821691315
K002_N15_M07_F04_run08_w00,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_8.mat,K002,0,N15_M07_F04,8,0,0,2048,256001,HostService,-0.0026159468393066117,3.9973840531606935
K002_N15_M07_F04_run08_w01,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_8.mat,K002,0,N15_M07_F04,8,1,28217,30265,256001,HostService,-0.0026159468393066117,3.9973840531606935
K002_N15_M07_F04_run08_w02,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_8.mat,K002,0,N15_M07_F04,8,2,56434,58482,256001,HostService,-0.0026159468393066117,3.9973840531606935
K002_N15_M07_F04_run08_w03,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_8.mat,K002,0,N15_M07_F04,8,3,84651,86699,256001,HostService,-0.0026159468393066117,3.9973840531606935
K002_N15_M07_F04_run08_w04,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_8.mat,K002,0,N15_M07_F04,8,4,112868,114916,256001,HostService,-0.0026159468393066117,3.9973840531606935
K002_N15_M07_F04_run08_w05,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_8.mat,K002,0,N15_M07_F04,8,5,141085,143133,256001,HostService,-0.0026159468393066117,3.9973840531606935
K002_N15_M07_F04_run08_w06,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_8.mat,K002,0,N15_M07_F04,8,6,169302,171350,256001,HostService,-0.0026159468393066117,3.9973840531606935
K002_N15_M07_F04_run08_w07,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_8.mat,K002,0,N15_M07_F04,8,7,197519,199567,256001,HostService,-0.0026159468393066117,3.9973840531606935
K002_N15_M07_F04_run08_w08,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_8.mat,K002,0,N15_M07_F04,8,8,225736,227784,256001,HostService,-0.0026159468393066117,3.9973840531606935
K002_N15_M07_F04_run08_w09,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_8.mat,K002,0,N15_M07_F04,8,9,253953,256001,256001,HostService,-0.0026159468393066117,3.9973840531606935
K002_N15_M07_F04_run09_w00,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_9.mat,K002,0,N15_M07_F04,9,0,0,2048,256001,HostService,-0.00270405754056514,3.9972959424594348
K002_N15_M07_F04_run09_w01,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_9.mat,K002,0,N15_M07_F04,9,1,28217,30265,256001,HostService,-0.00270405754056514,3.9972959424594348
K002_N15_M07_F04_run09_w02,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_9.mat,K002,0,N15_M07_F04,9,2,56434,58482,256001,HostService,-0.00270405754056514,3.9972959424594348
K002_N15_M07_F04_run09_w03,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_9.mat,K002,0,N15_M07_F04,9,3,84651,86699,256001,HostService,-0.00270405754056514,3.9972959424594348
K002_N15_M07_F04_run09_w04,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_9.mat,K002,0,N15_M07_F04,9,4,112868,114916,256001,HostService,-0.00270405754056514,3.9972959424594348
K002_N15_M07_F04_run09_w05,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_9.mat,K002,0,N15_M07_F04,9,5,141085,143133,256001,HostService,-0.00270405754056514,3.9972959424594348
K002_N15_M07_F04_run09_w06,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_9.mat,K002,0,N15_M07_F04,9,6,169302,171350,256001,HostService,-0.00270405754056514,3.9972959424594348
K002_N15_M07_F04_run09_w07,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_9.mat,K002,0,N15_M07_F04,9,7,197519,199567,256001,HostService,-0.00270405754056514,3.9972959424594348
K002_N15_M07_F04_run09_w08,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_9.mat,K002,0,N15_M07_F04,9,8,225736,227784,256001,HostService,-0.00270405754056514,3.9972959424594348
K002_N15_M07_F04_run09_w09,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F04_K002_9.mat,K002,0,N15_M07_F04,9,9,253953,256001,256001,HostService,-0.00270405754056514,3.9972959424594348
K002_N15_M07_F10_run01_w00,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F10_K002_1.mat,K002,0,N15_M07_F10,1,0,0,2048,256001,HostService,-0.0027387030104774742,3.9972612969895227
K002_N15_M07_F10_run01_w01,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F10_K002_1.mat,K002,0,N15_M07_F10,1,1,28217,30265,256001,HostService,-0.0027387030104774742,3.9972612969895227
K002_N15_M07_F10_run01_w02,D:\code\putest\PU-dataset-main\K002\K002\N15_M07_F10_K002_1.mat,K002,0,N15_M07_F10,1,2,56434,58482,256001,HostService,-0.0027387030104774742,3.9972612969895227
